,dataset,zarr_name,zarr_path,size_mb,n_files,has_zmetadata
173,precip,precip.1989_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1989_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,840.210344,33,True
174,t2m,t2m.1989_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1989_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,714.461185,33,True
175,ff10m,ff10m.1989_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1989_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,897.891108,33,True
176,snowmelt,snowmelt.1990_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1990_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,90.164297,974,True
177,precip,precip.1990_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1990_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,856.112112,32,True
178,t2m,t2m.1990_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1990_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,701.910948,32,True
179,ff10m,ff10m.1990_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1990_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,885.139287,32,True
180,precip,precip.1990_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1990_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,900.090814,33,True
181,t2m,t2m.1990_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1990_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,724.66874,33,True
182,snowmelt,snowmelt.1990_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1990_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.486153,1038,True
183,ff10m,ff10m.1990_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1990_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,893.304822,33,True
184,ff10m,ff10m.1990_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1990_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.879537,33,True
185,t2m,t2m.1990_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1990_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,733.697885,33,True
186,precip,precip.1990_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1990_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,907.429563,33,True
187,snowmelt,snowmelt.1990_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1990_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,15.22291,1038,True
188,t2m,t2m.1990_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1990_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,715.775048,33,True
189,ff10m,ff10m.1990_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1990_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,702.902259,29,True
190,precip,precip.1990_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1990_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,850.230017,33,True
191,snowmelt,snowmelt.1990_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1990_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,69.655633,1038,True
192,snowmelt,snowmelt.1991_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1991_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,99.386865,974,True
193,ff10m,ff10m.1991_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1991_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,883.373723,32,True
194,t2m,t2m.1991_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1991_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,699.85796,32,True
195,precip,precip.1991_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1991_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,852.68426,32,True
196,t2m,t2m.1991_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1991_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,723.688983,33,True
197,ff10m,ff10m.1991_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1991_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,893.226496,33,True
198,precip,precip.1991_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1991_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,906.848567,33,True
199,snowmelt,snowmelt.1991_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1991_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,17.899437,1038,True
200,t2m,t2m.1991_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1991_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,732.328217,33,True
201,ff10m,ff10m.1991_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1991_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,899.926096,33,True
202,precip,precip.1991_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1991_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,897.467764,33,True
203,snowmelt,snowmelt.1991_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1991_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,17.206475,1038,True
204,t2m,t2m.1991_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1991_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,715.849932,33,True
205,precip,precip.1991_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1991_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,833.402115,33,True
206,ff10m,ff10m.1991_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1991_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,510.194303,25,True
207,snowmelt,snowmelt.1991_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1991_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,89.753653,1038,True
208,precip,precip.1992_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1992_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,861.503237,33,True
209,ff10m,ff10m.1992_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1992_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,896.020283,33,True
210,t2m,t2m.1992_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1992_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,708.444731,33,True
211,snowmelt,snowmelt.1992_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1992_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,88.610328,1038,True
212,precip,precip.1992_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1992_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,892.61227,33,True
213,t2m,t2m.1992_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1992_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,724.048989,33,True
214,snowmelt,snowmelt.1992_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1992_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,12.595726,1038,True
215,ff10m,ff10m.1992_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1992_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,745.304001,30,True
216,ff10m,ff10m.1992_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1992_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.820976,33,True
217,precip,precip.1992_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1992_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,900.771272,33,True
218,snowmelt,snowmelt.1992_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1992_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.19058,1038,True
219,t2m,t2m.1992_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1992_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,733.962294,33,True
220,precip,precip.1992_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1992_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,856.760662,33,True
221,t2m,t2m.1992_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1992_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,274.406364,21,True
222,ff10m,ff10m.1992_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1992_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,461.639106,24,True
223,snowmelt,snowmelt.1992_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1992_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,78.801638,1038,True
224,precip,precip.1993_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1993_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,846.491517,32,True
225,snowmelt,snowmelt.1993_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1993_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,99.461711,974,True
226,t2m,t2m.1993_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1993_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,700.766719,32,True
227,ff10m,ff10m.1993_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1993_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,883.462632,32,True
228,snowmelt,snowmelt.1993_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1993_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,11.351032,1038,True
229,t2m,t2m.1993_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1993_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,725.095043,33,True
230,ff10m,ff10m.1993_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1993_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,844.954685,32,True
231,precip,precip.1993_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1993_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,898.949739,33,True
232,t2m,t2m.1993_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1993_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,734.32009,33,True
233,ff10m,ff10m.1993_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1993_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,905.080059,33,True
234,precip,precip.1993_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1993_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.082718,33,True
235,snowmelt,snowmelt.1993_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1993_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.236327,1038,True
236,snowmelt,snowmelt.1993_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1993_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,63.834843,1038,True
237,t2m,t2m.1993_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1993_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,716.0839,33,True
238,precip,precip.1993_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1993_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,873.325812,33,True
239,ff10m,ff10m.1993_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1993_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.336778,33,True
240,t2m,t2m.1994_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1994_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,702.175019,32,True
241,precip,precip.1994_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1994_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,514.645559,25,True
242,ff10m,ff10m.1994_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1994_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,884.749188,32,True
243,snowmelt,snowmelt.1994_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1994_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,73.574304,974,True
244,ff10m,ff10m.1994_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1994_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,893.187412,33,True
245,t2m,t2m.1994_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1994_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,724.707278,33,True
246,snowmelt,snowmelt.1994_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1994_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,16.223523,1038,True
247,precip,precip.1994_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1994_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,896.190467,33,True
248,t2m,t2m.1994_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1994_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,734.061428,33,True
249,precip,precip.1994_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1994_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,903.498375,33,True
250,snowmelt,snowmelt.1994_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1994_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,13.573913,1038,True
251,ff10m,ff10m.1994_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1994_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.111326,33,True
252,t2m,t2m.1994_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1994_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,716.228246,33,True
253,snowmelt,snowmelt.1994_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1994_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,79.453917,1038,True
254,ff10m,ff10m.1994_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1994_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.115285,33,True
255,precip,precip.1994_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1994_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,872.664521,33,True
256,snowmelt,snowmelt.1995_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.1995_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,81.498393,974,True
257,ff10m,ff10m.1995_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1995_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,885.781973,32,True
258,t2m,t2m.1995_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1995_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,701.787817,32,True
259,precip,precip.1995_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1995_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,858.71843,32,True
260,precip,precip.1995_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.1995_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,910.21698,33,True
261,ff10m,ff10m.1995_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.1995_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,894.154295,33,True
262,t2m,t2m.1995_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.1995_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,724.273901,33,True
